0,1,256,0,29779,29295,22125,8243,8224,40,1,3,0,0,0
0,0,1,0,0,0,0,0,1,0,24,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,24,0,0,0,0
0,0,1,0,0,0,0,0,1,0,-70,0,0,0,0
1,0,1,0,1,0,0,0,1,0,-70,0,0,0,0
0,0,1,0,0,0,0,0,1,0,85,0,0,0,0
1,0,1,0,1,0,0,0,1,0,85,0,0,0,0
0,0,1,0,0,0,0,0,1,0,-70,0,0,0,0
1,0,1,0,1,0,0,0,1,0,-70,0,0,0,0
0,0,1,0,0,0,0,0,1,0,24,0,0,0,0
1,0,1,0,1,0,0,0,1,0,24,0,0,0,0
0,0,1,0,0,0,0,0,1,0,190,0,0,0,0
1,0,1,0,1,0,0,0,1,0,190,0,0,0,0
0,0,1,0,0,0,0,0,1,0,24,0,0,0,0
1,0,1,0,1,0,0,0,1,0,24,0,0,0,0
0,0,3,0,0,0,0,0,1,0,24,50,0,0,0
1,0,3,0,3,0,0,0,1,0,24,50,0,0,0
0,0,3,0,0,0,0,0,1,0,42,12,0,0,0
1,0,3,0,3,0,0,0,1,0,42,12,0,0,0
0,0,3,0,0,0,0,0,1,0,8,95,0,0,0
1,0,3,0,3,0,0,0,1,0,8,95,0,0,0
0,0,3,0,0,0,0,0,1,0,16,98,0,0,0
1,0,3,0,3,0,0,0,1,0,16,98,0,0,0
0,0,3,0,0,0,0,0,1,0,85,95,0,0,0
1,0,3,0,3,0,0,0,1,0,85,95,0,0,0
4,2560,1,0,0,0,0,0,1,0,-40,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,-40,0,0,0,0
4,2560,1,0,0,0,0,0,1,0,85,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,85,0,0,0,0
2,1280,1,0,0,0,0,0,1,0,-40,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,-40,0,0,0,0
2,7680,1,0,0,0,0,0,1,0,85,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,85,0,0,0,0
0,6400,1,0,0,0,0,0,1,0,-40,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,-40,0,0,0,0
0,6400,1,0,0,0,0,0,1,0,85,0,0,0,0
0,7680,1,0,1,0,0,0,1,0,85,0,0,0,0
0,0,513,0,0,0,0,0,1,0,0,0,-40,0,0
0,7680,513,0,4,0,0,0,1,0,0,0,-40,0,0
0,0,513,0,0,0,0,0,1,0,0,0,85,0,0
0,7680,513,0,4,0,0,0,1,4,0,0,85,0,0
0,0,0,0,0,0,0,0,1,0,0,0,-40,0,0
0,7680,0,0,0,0,0,0,1,0,0,0,-40,0,0
0,0,0,0,0,0,0,0,1,0,0,0,85,0,0
0,7680,0,0,0,0,0,0,1,0,0,0,85,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
